file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;origin;name
CHILDULG;HUMANOID;HUMAN;INNOCENT;BOY;None;CHILDULG;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;WDRUNSGT;;;;;;;;;;7;bg1;Ulgoth Boy
CHILNA;HUMANOID;HUMAN;INNOCENT;STATIC_BOY;None;chilna;0;MALE;MALE;NEUTRAL;dw#innhl;None;None;None;None;;;;;;;;;;7;bg1;Boy
CHILNA_A;HUMANOID;HUMAN;INNOCENT;STATIC_BOY;None;chilna;0;MALE;MALE;NEUTRAL;dw#innhl;None;None;None;None;;;;;;;;;;7;bg1;Boy
CHILNA_B;HUMANOID;HUMAN;INNOCENT;STATIC_BOY;None;chilna;0;MALE;MALE;NEUTRAL;dw#innhl;None;None;None;None;;;;;;;;;;7;bg1;Boy
CHILNA_C;HUMANOID;HUMAN;INNOCENT;STATIC_BOY;None;chilna;0;MALE;MALE;NEUTRAL;dw#innhl;None;None;None;None;;;;;;;;;;7;bg1;Boy
CHILNA_D;HUMANOID;HUMAN;INNOCENT;STATIC_BOY;None;chilna;0;MALE;MALE;NEUTRAL;dw#innhl;None;None;None;None;;;;;;;;;;7;bg1;Boy
CHIMP5;HUMANOID;HUMAN;FLAMING_FIST;CLERIC_MALE_HUMAN;chimp5;chimp5;1;MALE;MALE;NEUTRAL;dw#urbhl;None;chimp5;None;dw1melge;HELM09;SHLD01;;;;SW1H04;;;;15;bg1;Flaming Fist Mercenary
CHLOE;HUMANOID;HUMAN;INNOCENT;GIRL;Chloe;chloe;1;FEMALE;FEMALE;NEUTRAL;dw#innhl;INITDLG;None;None;wtrunsgt;;;;;;;;;;7;bg1;Chloe
CLAIRD;HUMANOID;HUMAN;FIGHTER_MAGE;FIGHTER_FEMALE_HUMAN;ClairD;CLAIRD;6;FEMALE;FEMALE;NEUTRAL;RR#PICKP;CLAIRD;None;None;dw1range;;;;;;BOW04;SW1H05;;;900;bg1;Clair De'Lain
CLERIC2;HUMANOID;DWARF;CLERIC;CLERIC_MALE_DWARF;None;;1;MALE;MALE;PC;None;None;None;None;DPLAYER3;;;;;;STAF01;;;;0;bg1;
COKSMTH;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;peter;coksmth;7;MALE;MALE;NEUTRAL;dw#gpshm;shoutdlg;;None;dw1range;;;;;;BOW03;SW1H04;;;240;bg1;Peter of the North
CONNOL;HUMANOID;HUMAN;INNOCENT;PEASANT_MAN;CONNOLY;CONNOL;1;MALE;MALE;NEUTRAL;INITDLG;dw#innhl;WTRUNSGT;None;None;;;;;;;;;;15;bg1;Connoly Finn
COOKGE;HUMANOID;HUMAN;INNOCENT;STATIC_PEASANT_WOMAN;None;cookge;0;FEMALE;FEMALE;NEUTRAL;dw#innhl;None;None;None;None;;;;;;;;;;5;bg1;Cook
CORAN;HUMANOID;ELF;FIGHTER_THIEF;FIGHTER_MALE_ELF;CORAN;coran;3;MALE;MALE;NEUTRAL;Coran;None;None;WTARSGT;DPLAYER;;;;;;BOW03;SW1H04;;;0;bg1;Coran
CORAN5;HUMANOID;ELF;FIGHTER_THIEF;FIGHTER_MALE_ELF;CORAN;coran;5;MALE;MALE;NEUTRAL;Coran;None;None;WTARSGT;DPLAYER;;;;;;BOW03;SW1H04;;;0;bg1;Coran
CORDYR;HUMANOID;ELF;INNOCENT;THIEF_MALE_ELF;cordyr;CORDYR;1;MALE;MALE;NEUTRAL;RR#PICKP;dw#innhl;None;None;WDRUNSGT;;;;;;DAGG01;;;;15;bg1;Cordyr
CORPSE1;DEAD;HUMAN;MAGE;FIGHTER_MALE_HUMAN;None;None;1;MALE;MALE;127;None;None;None;None;None;HELM01;SHLD01;;;;DAGG01;;;;0;bg1;Corpse
CORPSE2;DEAD;ELF;MAGE;MAGE_FEMALE_ELF;None;None;1;FEMALE;FEMALE;127;None;None;None;None;None;;;;;;DART01;;;;0;bg1;Corpse
CORPSE3;DEAD;HUMAN;MAGE;MAGE_FEMALE_HUMAN;None;None;1;FEMALE;FEMALE;127;None;None;None;None;None;;;;;;DART01;;;;0;bg1;Corpse
CORSONE;HUMANOID;HUMAN;DRUID;CLERIC_MALE_HUMAN;CORSONE;corson;9;MALE;MALE;NEUTRAL;dw#corso;None;;None;dw#pr85;;;;;;STAF01;DW#SHNBR;;;1000;bg1;Corsone
CORWIN7;HUMANOID;HUMAN;RANGER;FIGHTER_FEMALE_HUMAN;CORWIN;BDCORWIN;6;FEMALE;FEMALE;NEUTRAL;BDCORWIN;BDFIST;BDSHOUT;BDFIGH01;;BDHELM08;;;;;BDBOW06;HALB02;;;0;bg1;Corwin
CORWYVRN;MONSTER;WYVERN;WYVERN;WYVERN_BIG;CORWYVRN;;7;NIETHER;MALE;ENEMY;None;None;WYVERN;None;wtasight;;;RING97;;;WYVERN1;WYVERN2;;;1400;bg1;Wyvern
CORY;HUMANOID;HUMAN;INNOCENT;SLAVE;CORY;cory;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;None;wtrunsgt;;;;;;;;;;2;bg1;Miner Cory
COW;ANIMAL;NO_RACE;FOOD_CREATURE;COW;None;None;1;FEMALE;FEMALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;1;bg1;Cow
COWH;ANIMAL;NO_RACE;FOOD_CREATURE;COW;HulriksCow;None;1;FEMALE;FEMALE;NEUTRAL;dw#urbhl;None;None;None;None;;;;;;;;;;1;bg1;Cow
COWLED;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;None;None;10;MALE;MALE;ENEMY;SHOUT;None;;;dw#mg43;;;;;;STAF01;;;;1800;bg1;Cowled Wizard
CREDUS;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;Bandit;Credus;1;MALE;MALE;NEUTRAL;bandit;dw#prsht;dw#credu;None;dw1range;;;;;;SW1H04;BOW01;;;65;bg1;Credus
CREW1;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;crew1;crew;6;MALE;MALE;NEUTRAL;dw#urbhl;None;None;;dw1melge;;;;;;SW1H04;;;;15;bg1;Crewmate
CREW2;HUMANOID;HUMAN;THIEF;FIGHTER_FEMALE_HUMAN;crew2;CREW;6;FEMALE;FEMALE;NEUTRAL;dw#urbhl;None;None;;dw1melth;;;;;;SW1H04;;;;15;bg1;Crewmate
CREW3;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;crew3;CREW;6;FEMALE;FEMALE;NEUTRAL;dw#urbhl;None;None;;dw1melge;;;;;;SW1H04;;;;15;bg1;Crewmate
CREW4;HUMANOID;HUMAN;THIEF;FIGHTER_MALE_HUMAN;crew4;crew;6;MALE;MALE;NEUTRAL;dw#urbhl;None;None;;dw1melth;;;;;;SW1H04;;;;15;bg1;Crewmate
CREW5;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;crew5;crew;6;MALE;MALE;NEUTRAL;dw#urbhl;None;None;;dw1melge;;;;;;SW1H04;;;;15;bg1;Crewmate
CREW6;HUMANOID;HUMAN;FIGHTER;FIGHTER_FEMALE_HUMAN;crew6;CREW;6;FEMALE;FEMALE;NEUTRAL;dw#urbhl;None;None;;dw1melge;;;;;;SW1H04;;;;15;bg1;Crewmate
CREW7;HUMANOID;HUMAN;THIEF;FIGHTER_MALE_HUMAN;crew7;crew;6;MALE;MALE;NEUTRAL;dw#urbhl;None;None;;dw1melth;;;;;;SW1H04;;;;15;bg1;Crewmate
CRYPTCRA;MONSTER;CARRIONCRAWLER;CARRIONCRAWLER;CARRION_CRAWLER;None;;3;NIETHER;158;ENEMY;None;CCRAWLER;None;None;;;;;;;CARRIO1;;;;420;bg1;Crypt Crawler
CUCHOL;HUMANOID;HALF_ELF;MAGE;CLERIC_MALE_ELF;cuchol;CUCHOL;7;MALE;158;NEUTRAL;SHOUTDLG;;None;None;dw#mg44;;;;;;;;;;1800;bg1;Cuchol
CULT1;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CultGuard1;cult1;8;MALE;MALE;NEUTRAL;dw#gpsht;None;;None;dw1melge;HELM01;SHLD05;;;;SW1H01;;;;300;bg1;Cult Guard
CULT2;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;CultWizard1;CULT2;15;MALE;158;NEUTRAL;dw#gpsht;SHOUTDLG;;;dw#mg45;;;;;;STAF02;;;;1800;bg1;Cult Wizard
CULT3;HUMANOID;HUMAN;FIGHTER_MAGE;MAGE_MALE_HUMAN;CultWizard2;cult3;15;MALE;MALE;NEUTRAL;dw#gpsht;SHOUTDLG;;None;dw1melge;;;RING18;;;SW1H05;;;;1800;bg1;Cult Enforcer
CULT4;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CultFodder;None;1;MALE;MALE;ENEMY;None;None;None;None;dw1melge;;;;;;;;;;0;bg1;Cult Archer
CULTASS;HUMANOID;HUMAN;FIGHTER_THIEF;THIEF_MALE_HUMAN;CultAssassin;None;7;MALE;MALE;ENEMY;None;None;None;None;dw1melth;;;MAGE01;;;SW1H07;;;;300;bg1;Cult Assassin
CULTD1;HUMANOID;HUMAN;FIGHTER;MONK;Cultd1;None;8;MALE;MALE;NEUTRAL;;None;None;None;dw1melge;HELM09;SHLD05;FREERING;;;SW1H01;;;;500;bg1;Cult Guard
CULTD2;HUMANOID;HUMAN;FIGHTER;MONK;Cultd2;None;8;MALE;MALE;NEUTRAL;;None;None;None;dw1melge;HELM09;SHLD05;FREERING;;;SW1H01;;;;500;bg1;Cult Guard
CULTD3;HUMANOID;HUMAN;FIGHTER;MONK;Cultd3;None;8;MALE;MALE;NEUTRAL;;None;None;None;dw1melge;HELM09;SHLD05;FREERING;;;SW1H01;;;;500;bg1;Cult Guard
CULTD4;HUMANOID;HUMAN;FIGHTER;MONK;Cultd4;None;8;MALE;MALE;NEUTRAL;;None;None;None;dw1melge;HELM09;SHLD05;FREERING;;;SW1H01;;;;500;bg1;Cult Guard
CULTD5;HUMANOID;HUMAN;FIGHTER;MONK;Cultd5;None;8;MALE;MALE;NEUTRAL;;None;None;None;dw1melge;HELM09;SHLD05;FREERING;;;SW1H01;;;;500;bg1;Cult Guard
CULTD6;HUMANOID;HUMAN;FIGHTER;MONK;Cultd6;None;8;MALE;MALE;NEUTRAL;;None;None;None;dw1melge;HELM09;SHLD05;FREERING;;;SW1H01;;;;500;bg1;Cult Guard
CULTT1;HUMANOID;HUMAN;FIGHTER_MAGE;MAGE_MALE_HUMAN;CultWizard;None;10;MALE;MALE;ENEMY;dw#gpsht;CULTMAGE;;None;dw#mg161;HELM01;;RING18;;;SW1H05;;;;1000;bg1;Cult Enforcer
CULTT2;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CultGuard;None;8;MALE;MALE;ENEMY;dw#gpsht;None;;None;dw1melge;HELM09;SHLD05;;;;SW1H01;;;;500;bg1;Cult Guard
CULTT2A;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;CULTT2A;None;8;MALE;MALE;ENEMY;cultsht;None;;None;dw1melge;HELM09;SHLD05;;;;SW1H01;;;;500;bg1;Cult Guard
CULTT3;HUMANOID;HUMAN;FIGHTER_THIEF;FIGHTER_FEMALE_HUMAN;CultAssassin;None;8;FEMALE;FEMALE;ENEMY;dw#gpsht;CULTTHF;None;None;dw1melas;;;MAGE01;;;SW1H07;;;;300;bg1;Cult Assassin
CULTT3A;HUMANOID;HUMAN;FIGHTER_THIEF;FIGHTER_FEMALE_HUMAN;CULTT3A;None;8;FEMALE;FEMALE;ENEMY;CULTSHT;CULTTHF;None;None;dw1melth;;;MAGE01;;;SW1H07;;;;300;bg1;Cult Assassin
CULTT4;HUMANOID;HUMAN;FIGHTER;THIEF_FEMALE_HUMAN;CultArcher;None;8;FEMALE;FEMALE;ENEMY;dw#gpsht;None;None;None;dw1range;;;;;;BOW03;AX1H01;;;300;bg1;Cult Archer
CUTSPY;HUMANOID;NO_RACE;NO_CLASS;BIRD;cutspy;None;1;NIETHER;MALE;NEUTRAL;None;None;None;None;None;;;;MAGE01;IMOENHP1;;;;;0;bg1;
CUTSPY2;HUMANOID;NO_RACE;NO_CLASS;BIRD;CUTSPY2;NONE;1;NIETHER;MALE;NEUTRAL;NONE;NONE;NONE;NONE;NONE;;;;MAGE01;IMOENHP1;;;;;0;bg1;
CYDERM;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;Cyrdemac;cyderm;6;MALE;MALE;NEUTRAL;banditcy;None;None;None;dw1melge;;SHLD03;;;;SW1H02;;;;975;bg1;Cyrdemac
CYTHAN;HUMANOID;HALF_ELF;MAGE;MAGE_FEMALE_ELF;Cythan;CYTHAN;11;FEMALE;FEMALE;NEUTRAL;CYTHANDR;CYTHAN;;None;dw#mg46;;;;;;DAGG01;;;;2000;bg1;Cythandria
D2DOP;MONSTER;DOPPLEGANGER;DOPPLEGANGER_GREATER;DOPPLEGANGER_GREATER;Dopdop;;9;NIETHER;MALE;ENEMY;DOPDOP;;None;None;dw1melge;;;;;;S1-12;;;;4000;bg1;Greater Doppelganger
D2DUR;MONSTER;DOPPLEGANGER;FIGHTER;FIGHTER_MALE_DWARF;DOPDUR;None;18;MALE;MALE;ENEMY;DOPDUR;;None;None;dw1melge;;SHLD03;;;;AX1H01;;;;4000;bg1;Durlag Trollkiller
D2FUE;MONSTER;DOPPLEGANGER;BARD;THIEF_MALE_DWARF;DOPFUE;None;3;MALE;MALE;ENEMY;DOPFUE;;;None;dw#mg47;;;;;;BOW01;SW1H07;;;4000;bg1;Fuernebol
D2ISL;MONSTER;DOPPLEGANGER;MAGE;MAGE_FEMALE_DWARF;DOPISL;None;10;FEMALE;FEMALE;ENEMY;DOPISL;;None;None;dw1melge;;;;;;STAF01;;;;4000;bg1;Islanne
D2KIE;MONSTER;DOPPLEGANGER;CLERIC;CLERIC_MALE_DWARF;DOPKIE;None;8;MALE;MALE;ENEMY;DOPKIE;;None;None;dw1melge;;SHLD09;;;;BLUN02;;;;4000;bg1;Kiel the Legion Killer
DABRON;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;Dabron;dabron;9;MALE;MALE;NEUTRAL;RR#PICKP;DABRON;None;None;dw1range;HELM01;;;;;XBOW03;BLUN07;;;1200;bg1;Dabron Sashenstar
DAERRAGH;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;DAERRAGH;DAERRAGH;9;MALE;MALE;NEUTRAL;shoutdlg;;None;None;dw#mg48;;;RINGITF;;;;;;;100;bg1;Daer'Ragh
DAESE;MONSTER;LYCANTHROPE;MAGE;MAGE_FEMALE_HUMAN;Daese;None;8;FEMALE;FEMALE;NEUTRAL;daese;;;;dw#mg155;;;IMMUNE1;IMMUNE1;MINHP1;STAF01;;;;3000;bg1;Daese
DAESEWLF;MONSTER;LYCANTHROPE;WOLFWERE;WEREWOLF;daesewlf;None;7;FEMALE;FEMALE;ENEMY;dw#gpsht;;None;None;dw1melge;;;IMMUNE1;;;S1-12;;;;1700;bg1;Daese
DAITEL;HUMANOID;SPECTRE;MAGE;MAGE_MALE_HUMAN;DAITEL;DAITEL;12;MALE;MALE;NEUTRAL;SHOUTDL2;None;;None;dw#mg49;HELM15;;GHOST;RING94;IMMUNE1;;;;;3750;bg1;Ghost
DALTON;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;Dalton;dalton;6;MALE;MALE;NEUTRAL;RR#PICKP;None;None;None;dw1range;;;;;;SW1H04;COMPB05;;;110;bg1;Dalton
DANDAL;HUMANOID;HUMAN;INNOCENT;CLERIC_MALE_HUMAN;DANDAL;dandal;2;MALE;MALE;NEUTRAL;dw#urbhl;INITDLG;SEEENEMY;AMNISE;dw1range;HELM08;;;;;BOW03;SW1H04;;;65;bg1;Dandal
DARRYL;HUMANOID;KOBOLD;KOBOLD_XVART;KOBOLD_XVART;DARRYL;DARRYL;1;MALE;MALE;NEUTRAL;dw#gpsht;None;None;None;dw1melge;;;;;;SW1H07;;;;35;bg1;Darryl
DARRYL2;HUMANOID;KOBOLD;KOBOLD_TASLOI;KOBOLD_TASLOI;DARRYL2;darryl;1;MALE;MALE;NEUTRAL;dw#gpsht;None;None;None;dw1melge;;;;;;SPER01;;;;35;bg1;Darryl
DARYL;HUMANOID;HUMAN;INNOCENT;THIEF_MALE_HUMAN;DARYL;;1;MALE;MALE;NEUTRAL;RR#PICKP;WTRUNSGT;None;None;;;;;;;;;;;15;bg1;Daryl
DAVAEO;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;Davaeorn;DAVAEO;11;MALE;MALE;NEUTRAL;davaeorn;RR#PICKP;None;None;dw#mg50;;;;;;STAF01;DART01;;;6000;bg1;Davaeorn
DEAD;HUMANOID;HUMAN;MAGE;PEASANT_MAN;None;Minern;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;2;bg1;Miner
DEAD1;HUMANOID;HUMAN;MAGE;PEASANT_MAN;None;Minern;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;;;;;2;bg1;Miner
DEAD2;HUMANOID;HUMAN;FIGHTER;CLERIC_MALE_HUMAN;None;AMNIS;2;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;SW1H04;BOW03;;;65;bg1;Amnian Soldier
DEADBAN;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;DEADBAN;BANDIT;1;MALE;MALE;ENEMY;;BANDIT;None;None;dw1range;;;;;;SW1H04;COMPB05;;;65;bg1;Bandit
DEADFUCK;HUMANOID;HUMAN;FIGHTER;CLERIC_MALE_HUMAN;None;AMNIS;2;MALE;MALE;NEUTRAL;None;None;None;None;None;;;RING14;;;SW1H04;BOW03;;;65;bg1;Amnian Soldier
DEAGAN;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;None;deagan;2;MALE;MALE;NEUTRAL;INITDLG;None;None;None;dw1melge;;SHLD08;;;;SW1H07;;;;175;bg1;Deagan
DEAN;HUMANOID;HUMAN;INNOCENT;NOBLE_MAN;None;dean;1;MALE;MALE;NEUTRAL;dw#innhl;None;None;None;WTRUNSGT;;;;;;;;;;15;bg1;Deaner Andarrson
DEATHK;HUMANOID;HUMAN;FIGHTER_MAGE;DEATH_KNIGHT;DEATHK;death2;18;MALE;MALE;ENEMY;dw#death;;None;None;;HELM02;SHLD06;ringdemn;;;SW2H05;;;;15000;bg1;Demon Knight
DEATHK1;HUMANOID;HUMAN;MAGE;DEATH_KNIGHT;DEATHK1;death1;15;MALE;MALE;ENEMY;None;None;DEATHINI;DEATHKN2;None;HELM02;SHLD06;MINHP1;;;SW2H05;;;;0;bg1;Demon Knight
DECK;HUMANOID;HUMAN;NO_CLASS;BIRD;domt;domt;1;MALE;MALE;ENEMY;deckinit;None;None;None;None;;;IMPINVIS;NOCIRC;;;;;;15;bg1;Deck of Many Things
DECK615;HUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;None;None;18;MALE;MALE;ENEMY;uddeath;None;None;None;dw1melge;;;;;;SW2HDEAT;;;;16000;bg1;Demon Knight
DECK622;UNDEAD;SKELETON;SKELETON_WARRIOR;SKELETON_FIEND;deck622;deck622;20;NIETHER;MALE;ENEMY;deck622;None;None;None;dw1melge;;;RING95;;;DECK622;;;;20000;bg1;Death Shade
DECKASS1;HUMANOID;HALFLING;THIEF;SHADOW_THIEF;deckass1;None;20;MALE;MALE;ENEMY;None;None;None;None;;;DAGG15;;;;SW1H09;;;;6000;bg1;Thief
DECKFELE;GIANTHUMANOID;ELEMENTAL;ELEMENTAL_FIRE;ELEMENTAL_FIRE;None;;16;SUMMONED;MALE;ENEMY;None;None;None;None;dw1melge;;;IMMUNE2;;;FIREELEM;;;;12000;bg1;Fire Elemental
DECKWAR1;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;deckwar1;None;20;MALE;MALE;NEUTRAL;RR#PICKP;None;None;None;;;SW1H09;;;;SW1H09;;;;6000;bg1;Fighter
DEDER;HUMANOID;HALFLING;FIGHTER_THIEF;THIEF_MALE_HALFLING;DEEDER;None;1;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;;;ISW1H07;;;;0;bg1;Deder
DEDER3;HUMANOID;HALFLING;FIGHTER_THIEF;THIEF_MALE_HALFLING;DEDER;None;3;MALE;MALE;NEUTRAL;dw#urbhl;murder1;SEEENEMY;FOLLOW;dw1ranth;;;;;;SW1H07Q;BOW05;;;60;bg1;Deder
DEGROD;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;DEGROD;degrod;10;MALE;MALE;NEUTRAL;;None;;;dw#mg51;;;;;;STAF01;;;;1800;bg1;Degrodel
DELAIN;MONSTER;LYCANTHROPE;INNOCENT;CLERIC_FEMALE_ELF;DELAINY;DELAINY1;6;FEMALE;FEMALE;NEUTRAL;RR#PICKP;werewolf;None;None;dw1melge;;;IMMUNE1;;;;;;;600;bg1;Delainy
DELAIN2;MONSTER;LYCANTHROPE;WEREWOLF;CLERIC_FEMALE_ELF;DELAINY;DELAINY2;6;FEMALE;FEMALE;NEUTRAL;INITDLG;None;None;None;dw1melge;;;IMMUNE1;;;;;;;600;bg1;Delainy
DELGOD;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;DELGOD;None;6;MALE;MALE;NEUTRAL;dw#gpsht;;None;None;dw1range;;;;;;BOW03;HAMM01;;;300;bg1;Delgod
DELORN;HUMANOID;HUMAN;MAGE;MAGE_FEMALE_HUMAN;Delorna;delorn;9;FEMALE;FEMALE;NEUTRAL;dw#gpsht;INITDLG;DELORNA;;dw#mg52;;;;;AMUL01;DAGG01;;;;1400;bg1;Delorna
DELSVIR;HUMANOID;GNOME;INNOCENT;THIEF_MALE_GNOME;delsvir;DELSVIR;6;MALE;MALE;NEUTRAL;dw#urbhl;RR#PICKP;mage6;;dw1melge;;;;;;DAGG02;;;;976;bg1;Delsvirftanyon
DELTAN;HUMANOID;HUMAN;FIGHTER;FIGHTER_MALE_HUMAN;Eltan;deltan;20;MALE;MALE;NEUTRAL;None;None;None;None;None;;;;MINHP1;AMUL17;SW1H41;;;;12000;bg1;Duke Eltan
DELTAN2;HUMANOID;HUMAN;INNOCENT;SLEEPING_MAN_HUMAN;Eltan2;DELTAN2;16;MALE;MALE;NEUTRAL;RR#PICKP;None;None;None;WTRUNSGT;;;;;;;;;;35;bg1;Duke Eltan
DELTHY;HUMANOID;HUMAN;BARD;THIEF_MALE_HUMAN;Delthyr;delthy;5;MALE;MALE;NEUTRAL;dw#urbhl;INITDLG;None;None;dw1melge;;;;;;SW1H07;;;;400;bg1;Delthyr
DEMGLASU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;GLABREZU;DEMGLAB;;15;SUMMONED_DEMON;MALE;ALLY;DVGLABRE;;;;;;;IMMUNE2;;;DEMGLASU;;;;0;bg1;Glabrezu
DEMNABSU;MONSTER;DEMONIC;TANARI;TANARRI;demnabsu;None;10;SUMMONED_DEMON;SUMMONED;GOODBUTRED;demnabsu;none;None;None;dw1melge;;;REGHP2;RINGDEMN;;BL3-12M4;;;;0;bg1;Nabassu
DEMOSUM1;MONSTER;DEMONIC;TANARI;MARILITH;Demosum1;demosum1;14;FEMALE;FEMALE;ENEMY;GRPSHT01;None;None;None;marilith;HELMNOAN;;RINGDEMN;IMMUNE2;;MARILI;;;;23000;bg1;Marilith
DEMOSUM2;MONSTER;DEMONIC;TANARI;TANARRI;demosum2;demosum2;14;MALE;MALE;ENEMY;GRPSHT01;None;None;None;demosum2;HELMNOAN;;RINGDEMN;IMMUNE3;;BALOR;;;;26000;bg1;Balor
DEMOSUM3;MONSTER;DEMONIC;TANARI;GLABREZU;demosum3;demosum3;10;MALE;MALE;ENEMY;GRPSHT01;None;None;None;glabrez;HELMNOAN;;RINGDEMN;IMMUNE2;;BL3-12M4;;;;12000;bg1;Glabrezu
DEMOSUM4;GIANTHUMANOID;DEMONIC;FIGHTER_MAGE;DEATH_KNIGHT;demosum4;demosum4;20;SUMMONED_DEMON;MALE;ENEMY;GRPSHT01;None;None;None;aesgar;HELMNOAN;;RNGDEMN;IMMUNE2;;DEMOSUM4;;;;18000;bg1;Cambion
DEMPIT01;MONSTER;DEMONIC;TANARI;TANARRI;dempit01;None;13;MALE;MALE;ENEMY;;;None;None;dw1melge;;;IMMUNE3;RINGDEMN;REGHP2R;P3-12M4;;;;9000;bg1;Pit Fiend
DEMPITSU;MONSTER;DEMONIC;FIGHTER_MAGE_CLERIC;TANARRI;dempit;None;20;SUMMONED_DEMON;MALE;ALLY;DVPITSU;;None;None;;;;;IMMUNE3;REGHP2R;DEMPITSU;;;;0;bg1;Pit Fiend
DEMSUC01;MONSTER;DEMONIC;TANARI;SIRINE;demsuc01;None;6;FEMALE;FEMALE;ENEMY;None;None;None;None;demsuc;HELMNOAN;;RINGDEMN;IMMUNE2;;DEMSUC01;;;;14000;bg1;Succubus
DENAK;HUMANOID;HUMAN;MAGE;MAGE_MALE_HUMAN;DENAK;denak;9;MALE;MALE;NEUTRAL;dw#gpsht;DENAK;;;dw#mg164;;;RING20;;;STAF01;DART01;;;1200;bg1;Denak
DENKOD;HUMANOID;HUMAN;THIEF;THIEF_MALE_HUMAN;DENKOD;denkod;14;MALE;MALE;NEUTRAL;dw#gpsht;INITDLG;;None;dw1melth;;;;;;SW1H04;;;;900;bg1;Denkod
DESRET;HUMANOID;HUMAN;FIGHTER_THIEF;THIEF_FEMALE_HUMAN;DESRET;DESRET;10;FEMALE;FEMALE;NEUTRAL;RR#PICKP;INITDLG;None;None;dw1melth;;;;;;SW1H05;;;;1600;bg1;Desreta
DESSLO;HUMANOID;HUMAN;INNOCENT;FAT_MAN;NONE;DESSLO;1;MALE;MALE;NEUTRAL;LEAVEFAI;INITDLG;dw#innhl;WTRUNSGT;NONE;;;;;;;;;;15;bg1;Kolssed
DESTUS;HUMANOID;KOBOLD;KOBOLD_XVART;KOBOLD_XVART;None;DESTUS;1;MALE;MALE;NEUTRAL;dw#gpsht;INITDLG;RUNENEMY;LEAVECH7;WTRUNSGT;;;;;;;;;;15;bg1;Destus Gurn
DETRAN;HUMANOID;HUMAN;INNOCENT;FAT_MAN;Detranion;detran;1;MALE;MALE;NEUTRAL;dw#innhl;None;RUNENEMY;WTRUNSGT;None;;;;;;;;;;15;bg1;De'Tranion
DEVAEVIL;HUMANOID;DARKPLANATAR;FIGHTER_CLERIC;CLERIC_FEMALE_ELF;devaevil;DEVAEVIL;14;NIETHER;MALE;ALLY;DVDEVAE;None;None;None;DVMELEE;DVWINGS;;IMMUNE2;DVDEVAER;;DVDEVAEW;;;;0;bg1;Fallen Deva
DEVAGOOD;HUMANOID;PLANATAR;FIGHTER_CLERIC;CLERIC_MALE_ELF;devagood;DEVAGOOD;14;NIETHER;FEMALE;ALLY;DVDEVAG;None;None;None;DVMELEE;DVWINGS;;IMMUNE2;DVDEVAGR;;DVDEVAGW;;;;0;bg1;Deva
DEZKIE;HUMANOID;HUMAN;MAGE;FIGHTER_MALE_HUMAN;dezkiel;dezkiel;7;MALE;MALE;NEUTRAL;UBDEZOVR;;None;None;dw#mg54;;;;;;STAF01;DAGG05;;;1800;bg1;Dezkiel
DHANIA;HUMANOID;HUMAN;THIEF;THIEF_FEMALE_HUMAN;DHANIAL;dhania;5;FEMALE;FEMALE;NEUTRAL;dw#gpsht;INITDLG;None;None;wtrunsgt;;;;;;SW1H07;;;;420;bg1;Dhanial
