file;general;race;class;anim;deathvar;dialog;level;gender;sex;allegiance;overrideScript;classScript;raceScript;generalScript;defaultScript;helmet;shield;lring;rring;amulet;weapon1;weapon2;weapon3;weapon4;xpv;origin;summon;comment;MonsterId;ValidatedMonsterId;ValidatedLevel;ValidatedItems;ValidatedScript;game;name
BEARPO2;ANIMAL;BEAR;BEAR_POLAR;BEAR_POLAR;None;;8;MALE;MALE;NEUTRAL;None;None;BEAR;None;dw1melmo;;;;;;B1-12;;;;900;bg1;;;PolarBear;true;true;true;true;;Polar Bear
BEARPO3;ANIMAL;BEAR;BEAR_POLAR;BEAR_POLAR;bearpo3;;8;MALE;158;NEUTRAL;None;None;BEAR;None;dw1melmo;;;;;;B1-12;;;;900;bg1;;;PolarBear;true;true;true;true;;Polar Bear
BEARPOSU;ANIMAL;BEAR;BEAR_POLAR;BEAR_POLAR;None;;8;SUMMONED;MALE;ALLY;;None;;None;DVMELEE;;;;;;BEARPOSU;;;;0;bg1,bg2;true;;PolarBear;true;true;true;true;;Polar Bear
C#LCCENS;MONSTER;SPIDER;SPIDER_PHASE;SPIDER_PHASE;c#lccens;c#lccens;5;158;158;NEUTRAL;;None;None;None;INITDLG;;;;GHOST2;ANTIWEB;SPIDPH1;;;;4000;bg1re;;;GhostwalkSpider;true;;true;;;Ghostly Spirit
C0D2_S1;ANIMAL;BEAR;BEAR_POLAR;BEAR_POLAR;C0D2_SM;;1;0;0;CONTROLLED;C0D2_SM;None;None;None;BDSUM00;;;SPRNGB04;C0D2_S1;;SPBATT1;;;;0;ArtisansKitpack;true;artisan totemic;;;;;;;Spirit Bear
C0D2_S2;ANIMAL;WOLF;WOLF_DIRE;WOLF_WINTER;C0D2_SM;;1;0;0;CONTROLLED;C0D2_SM;None;None;None;BDSUM00;;;SPRNGW01;C0D2_S2;;SPWATT1;;;;0;ArtisansKitpack;true;artisan totemic;DireWolf;false;;;;;Spirit Wolf
C0D2_S3;ANIMAL;NO_RACE;NO_CLASS;GREATCAT_LEOPARD;C0D2_SM;;1;0;0;CONTROLLED;C0D2_SM;None;None;None;BDSUM00;;;SPRNGL01;C0D2_S3;;SPLATT1;;;;0;ArtisansKitpack;true;artisan totemic;;;;;;;Spirit Lion
C0D2_S4;ANIMAL;NO_RACE;NO_CLASS;SNAKE;C0D2_SM;;1;0;0;CONTROLLED;C0D2_SM;None;None;None;BDSUM00;;;SPRNGS01;C0D2_S4;;SPSATT1;;;;0;ArtisansKitpack;true;artisan totemic;;;;;;;Spirit Snake
CBSPKDED;MONSTER;DEMONIC;TANARI;DEVA_MONADIC;CBSPKDED;CBSPKDED;25;SUMMONED_DEMON;MALE;NEUTRAL;None;CBSPKDED;None;None;dw2mc2ge;;;IMMUNE2;MINHP1;;DEVA;;;;20000;ctb;;;;;;;;;Spirit
CHWRAITH;UNDEAD;WRAITH;WRAITH;KOBOLD_XVART;chwraith;None;5;NIETHER;MALE;ENEMY;chwrai;None;None;None;dw2ms2ge;;;IMMUNE2;CHWRAITH;;WRAITH1;;;;1500;bg2;;;;;;;;;Child Spirit
D9OLSI01;GIANTHUMANOID;TROLL;SPECTRAL_TROLL;TROLL_SPECTRAL;TROLSI01;;9;EXTRA3;MALE;ENEMY;d9dwctyz;TROLSI01;None;GENSHT01;dw2mp2ge;;;TROLLREG;TROLLIMM;;TROLLSPI;;;;12000;butchery;;;;;;;;;Spirit Troll
DASPITRO;MONSTER;TROLL;TROLL;TROLL_SPECTRAL;daspitro;;6;NIETHER;MALE;NEUTRAL;;None;None;;dw2mp2mo;;;TROLLREG;;;TROLL01;;;;8000;bg2;;;;;;;;;Spirit Troll
DRSHSP01;HUMANOID;SPECTRE;MAGE;MONK;drshsp01;drshsp01;14;FEMALE;FEMALE;NEUTRAL;RR#PICKP;SHOUTPRO;None;None;None;;;GHOST;;;;;;;1000;bg2;;;;;;;;;Spirit of the Grove
GORGUA03;UNDEAD;HUMAN;FIGHTER_CLERIC;CLERIC_FEMALE_HUMAN_LOW;gorgua02;None;25;FEMALE;FEMALE;ENEMY;gorgua01;None;None;None;dw#pr118;;SHLD30;GHOST3;RING95;;BLUN26;;;;12500;bg2;;;;;;;;;Guardian Spirit
AC#DT10S;UNDEAD;SHADOW;FIGHTER;SHADOW;AC#DT10S;None;3;MALE;MALE;ENEMY;;;None;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;TIDINGS;;;Shadow;false;;;;;Shadow
AC#DT21W;UNDEAD;SHADOW;FIGHTER;SHADOW;AC#DT21W;None;3;MALE;MALE;ENEMY;;;None;None;AC#DTSHD;;;IMMUNE1;RING95;;SHADOWWP;;;;420;TIDINGS;;;Shadow;false;;;;;Shadow
AC#DTPL1;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL1;NONE;3;NIETHER;MALE;ENEMY;AC#DTPL1;NONE;NONE;NONE;;;;IMMUNE1;RING95;AC#DTPLS;SHADOWWP;;;;420;TIDINGS;;;Shadow;false;;;;;<PLAYER1>'s Shadow
AC#DTPL2;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL2;NONE;3;NIETHER;MALE;ENEMY;AC#DTPL2;NONE;NONE;NONE;;;;IMMUNE1;RING95;AC#DTPLS;SHADOWWP;;;;420;TIDINGS;;;Shadow;false;;;;;<PLAYER2>'s Shadow
AC#DTPL3;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL3;NONE;3;NIETHER;MALE;ENEMY;AC#DTPL3;NONE;NONE;NONE;;;;IMMUNE1;RING95;AC#DTPLS;SHADOWWP;;;;420;TIDINGS;;;Shadow;false;;;;;<PLAYER3>'s Shadow
AC#DTPL4;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL4;NONE;3;NIETHER;MALE;ENEMY;AC#DTPL4;NONE;NONE;NONE;;;;IMMUNE1;RING95;AC#DTPLS;SHADOWWP;;;;420;TIDINGS;;;Shadow;false;;;;;<PLAYER4>'s Shadow
AC#DTPL5;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL5;NONE;3;NIETHER;MALE;ENEMY;AC#DTPL5;NONE;NONE;NONE;;;;IMMUNE1;RING95;AC#DTPLS;SHADOWWP;;;;420;TIDINGS;;;Shadow;false;;;;;<PLAYER5>'s Shadow
AC#DTPL6;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;AC#DTPL6;NONE;3;NIETHER;MALE;ENEMY;AC#DTPL6;NONE;NONE;NONE;;;;IMMUNE1;RING95;AC#DTPLS;SHADOWWP;;;;420;TIDINGS;;;Shadow;false;;;;;<PLAYER6>'s Shadow
AC#DTSH2;UNDEAD;SHADOW;FIGHTER;SHADOW;AC#DTSH2;None;3;MALE;MALE;ENEMY;AC#DTSH2;GENSHT01;None;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;TIDINGS;;;Shadow;false;;;;;Shadow
GORGUA04;UNDEAD;HUMAN;PALADIN;FIGHTER_MALE_HUMAN_LOW;gorgua04;None;20;MALE;MALE;ENEMY;gorgua04;None;None;None;None;HELM04;;GHOST3;RING95;;SW2H20;;;;12500;bg2;;;;;;;;;Guardian Spirit
AC#W40G1;MONSTER;SHADOW;SHADOW;ZOMBIE;AC#W40G1;AC#W40G1;13;NIETHER;MALE;NEUTRAL;;;NONE;NONE;RANDWALK;HELMNOAN;;IMMUNE10;;;;;;;20000;GODCALL;;;Shadow;false;;;;;Damned Soul
AC#WSHAS;UNDEAD;SHADOW;SHADOW;SHADOW;AC#WSHAS;None;4;SUMMONED;MALE;CONTROLLED;;;None;None;dw2ms2ge;;;IMMUNE1;RING95;;S1-8;;;;420;GODCALL;true;;Shadow;false;;;;;Shadow
BDUNSLGU;UNDEAD;SHADOW;SHADOW;DEATH_KNIGHT;;;7;MALE;MALE;ENEMY;;BDENSHTV;BDUNSLGU;;BDFIG00;;;IMMUNE1;RING95;;BDUNSLGU;;;;4000;bg1;;;Shadow;false;;;;;Unsleeping Guardian
AC#FPMDS;UNDEAD;SHADOW;FIGHTER;SHADOW;AC#FPMDS;None;3;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;dw1melge;;;IMMUNE1;RING95;;AC#FPMDS;;;;420;Loretakers;;;Shadow;true;true;;true;;Mindshadow
L#FSPS2;UNDEAD;SHADOW;FIGHTER;SHADOW;L#SUMSHAD;NONE;3;SUMMONED;MALE;CONTROLLED;L#SUMSH;NONE;NONE;NONE;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;0;FOUNDLING;true;;Shadow;false;;;;;Shadow
L#SHA1;UNDEAD;SHADOW;FIGHTER;SHADOW;L#SHA1;L#SHA1;3;MALE;MALE;NEUTRAL;L#SHA1;NONE;NONE;NONE;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;FOUNDLING;;;Shadow;false;;;;;Shadow
O#LLSHA1;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA1;O#LLSHA1;5;NIETHER;MALE;ENEMY;O#LLEnem;;;;;;;IMMUNE1;RING95;;GHOUL1;;;;2000;SELLSWORDS;;;Shadow;false;;;;;Shadow Fiend
O#LLSHA2;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA2;O#LLSHA2;5;NIETHER;MALE;ENEMY;O#LLEnem;;;;;;;IMMUNE1;RING95;;GHOUL1;;;;2000;SELLSWORDS;;;Shadow;false;;;;;Shadow Fiend
O#LLSHA3;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA3;O#LLSHA3;5;NIETHER;MALE;ENEMY;O#LLEnem;;;;;;;IMMUNE1;RING95;;GHOUL1;;;;2000;SELLSWORDS;;;Shadow;false;;;;;Shadow Fiend
O#LLSHA4;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA4;O#LLSHA4;5;NIETHER;MALE;ENEMY;O#LLEnem;;;;;;;IMMUNE1;RING95;;GHOUL1;;;;2000;SELLSWORDS;;;Shadow;false;;;;;Shadow Fiend
O#LLSHA5;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA5;O#LLSHA5;5;NIETHER;MALE;ENEMY;O#LLEnem;;;;;;;IMMUNE1;RING95;;GHOUL1;;;;2000;SELLSWORDS;;;Shadow;false;;;;;Shadow Fiend
O#LLSHA6;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHA6;O#LLSHA6;5;NIETHER;MALE;ENEMY;O#LLEnem;;;;;;;IMMUNE1;RING95;;GHOUL1;;;;2000;SELLSWORDS;;;Shadow;false;;;;;Shadow Fiend
O#LLSHAD;UNDEAD;SHADOW;FIGHTER;SHADOW;O#LLSHAD;O#LLSHAD;11;NIETHER;MALE;ENEMY;O#LLSHAD;;;O#LLEnem;shadfi02;;;IMMUNE2;RING95;;WRAITH1;;;;9000;SELLSWORDS;;;Shadow;false;;;;;Devil Shade
AC#FPSHD;UNDEAD;SHADOW;FIGHTER;SHADOW;AC#FPSHD;None;3;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;dw1melge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;Loretakers;;;Shadow;true;true;true;true;;Shadow
ACSHAD01;UNDEAD;SHADOW;FIGHTER;SHADOW;shadow01;None;3;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;ACBRE;;;Shadow;true;true;true;;;Shadow
BDSHAD04;UNDEAD;SHADOW;SHADOW;SHADOW;BDSHAD02;;5;NIETHER;MALE;ENEMY;;BDENSHTV;;;BDNONIN;;;IMMUNE1;RING95;;SHADOWWP;;;;420;bg1;;;Shadow;true;true;true;true;;Shadow
BPSHADOW;UNDEAD;SHADOW;SHADOW;SHADOW;BPSHADOW;None;4;NIETHER;NIETHER;ENEMY;BPSIGHT;None;None;None;BPASIGHT;;;IMMUNE1;RING95;;S1-8;;;;0;bg1;;;Shadow;true;true;true;true;;Shadow
KSHADOW;UNDEAD;SHADOW;SHADOW;SHADOW;kshadow;kshadow;4;NIETHER;MALE;ENEMY;D0QPSHAD;None;None;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;bg2;;;Shadow;true;true;true;;;Shadow
L#GNOSH;UNDEAD;SHADOW;SHADOW;SHADOW;L#GNOSH;;4;OTHER;SUMMONED;ENEMY;;GENSHT01;NONE;NONE;dw1melge;;;IMMUNE1;RING95;;S1-8;;;;420;sotsc;true;;Shadow;true;true;true;true;;Shadow
RNGSHA;UNDEAD;SHADOW;SHADOW;SHADOW;None;None;4;NIETHER;MALE;NEUTRAL;D0QPSHAD;None;GENSHT01;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;620;bg2;;;Shadow;true;true;true;;;Shadow
RNGSHA01;UNDEAD;SHADOW;SHADOW;SHADOW;None;rngsha01;4;NIETHER;MALE;NEUTRAL;D0QPSHAD;SHOUTDLG;None;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;620;bg2;;;Shadow;true;true;true;;;Shadow
RNGSHA03;UNDEAD;SHADOW;SHADOW;SHADOW;rngsha03;rngsha03;4;NIETHER;MALE;NEUTRAL;D0QPSHAD;SHOUTDLG;None;None;WTASIGHT;;;IMMUNE1;RING95;;SHADOWWP;;;;620;bg2;;;Shadow;true;true;true;;;Shadow
SDSHADOW;UNDEAD;SHADOW;FIGHTER;SHADOW;None;None;12;NIETHER;MALE;ENEMY;D0QPSHAD;SDSHADOW;GENSHT01;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;bg2;;;Shadow;true;;true;;;Shadow
SEWSHA03;UNDEAD;SHADOW;FIGHTER;SHADOW;sewsha03;None;3;NIETHER;MALE;ENEMY;D0QPSHAD;SEWSHA03;None;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;bg2;;;Shadow;true;true;true;;;Shadow
SHADOW01;UNDEAD;SHADOW;FIGHTER;SHADOW;shadow01;None;3;NIETHER;MALE;ENEMY;D0QPSHAD;None;GENSHT01;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;bg2;;;Shadow;true;true;true;;bg2;Shadow
SHADOWSU;UNDEAD;SHADOW;SHADOW;SHADOW;None;;3;SUMMONED;MALE;ALLY;;;;;DVMELEE;;;IMMUNE1;UNDTYPE;;SHADOWSU;;;;0;bg1,bg2;true;;Shadow;true;true;;true;;Shadow
UHCREAT;UNDEAD;SHADOW;SHADOW;SHADOW;uhcreat;None;4;NIETHER;MALE;ENEMY;D0QPSHAD;SHDWKILL;GPSHOUT;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;620;bg2;;;Shadow;true;true;true;;;Shadow
VA#SHDGL;UNDEAD;SHADOW;FIGHTER;SHADOW;VA#SHDGL;NONE;3;MALE;MALE;ENEMY;VA#CRE01;NONE;NONE;NONE;NONE;;;IMMUNE1;RING95;;SHADOWWP;;;;420;TOD;;;Shadow;true;true;true;;;Shadow
WISHADO2;UNDEAD;SHADOW;SHADOW;SHADOW;WISHADO2;None;4;NIETHER;NIETHER;ENEMY;BPSIGHT;None;None;None;BPASIGHT;;;IMMUNE1;RING95;;S1-8;;;;0;blackhearts;;;Shadow;true;true;true;true;;Shadow
WISHADO1;UNDEAD;SHADOW;SHADOW;SHADOW;WISHADO1;None;4;NIETHER;NIETHER;ENEMY;BPSIGHT;None;None;None;BPASIGHT;;;IMMUNE1;RING95;;S1-8;;;;1000;blackhearts;;;Shadow;true;true;true;true;;Shadow Demon
RNGSHA04;UNDEAD;SHADOW;SHADOW;SHADOW;rngsha04;rngsha04;5;NIETHER;MALE;NEUTRAL;D0QPSHAD;SHOUTDLG;None;None;dw2ms2ge;;;IMMUNE1;RING95;;SHADOWWP;;;;620;bg2;;;Shadow;true;true;true;;;Shadow Jailor
L#GNOEN;UNDEAD;SHADOW;SHADOW;SHADOW;L#GNOEN;L#GNOEN;4;OTHER;SUMMONED;ENEMY;L#GNOEN;GENSHT01;NONE;NONE;dw1melge;;;IMMUNE1;RING95;;S1-8;;;;3750;sotsc;true;;Shadow;true;true;true;;;Shadow Master
L#GNOAL;UNDEAD;SHADOW;SHADOW;THIEF_FEMALE_HUMAN;L#GNOAL;L#GNOAL;4;OTHER;SUMMONED;ENEMY;L#GNOAL;GENSHT01;NONE;NONE;dw1melge;;;IMMUNE1;RING95;;S1-8;;;;1000;sotsc;true;;Shadow;true;true;true;;;Shadow Prophet
SHADOW01;UNDEAD;SHADOW;FIGHTER;SHADOW_SMALL;shadow01;None;3;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;dw1melge;;;IMMUNE1;RING95;;SHADOWWP;;;;420;NTOTSC;;;Shadow;true;true;true;true;bg1;Shadow Warrior
BDSHSOUL;UNDEAD;SHADOW;SHADOW;SHADOW_SMALL;;;7;NIETHER;MALE;ENEMY;;BDENSHTV;;;BDSHSOUL;;;IMMUNE1;RING95;;S1-12M2;;;;1100;bg1;;;Shadow;true;true;true;;;Shadowed Soul
OHHSHAD;UNDEAD;SHADOW;SHADOW;SHADOW;None;None;4;SUMMONED;MALE;CONTROLLED;attack;;;;;;;IMMUNE1;RING95;;S1-8;;;;0;bg2;true;;Shadow;false;;;;;Shadow
OHHSHFI1;UNDEAD;SHADOW;FIGHTER;SHADOW;OHHSHFI1;None;5;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;dw2mc2ge;;;IMMUNE1;RING95;;GHOUL1;;;;2000;bg2;;;Shadow;false;;;;;Shadow Fiend
OHHSHFI2;UNDEAD;SHADOW;FIGHTER;SHADOW;OHHSHFI2;None;11;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;OHHSHFI2;;;IMMUNE2;RING95;;WRAITH1;;;;9000;bg2;;;Shadow;false;;;;;Devil Shade
OHRSHAD1;UNDEAD;SHADOW;SHADOW;SHADOW;OHRSHAD1;;11;NIETHER;MALE;ENEMY;;OHRSHAD1;;;;;;IMMUNE2;RING95;;WRAITH1;;;;3000;bg2;;;Shadow;false;;;;;Shadow Creature
OHRSHAD2;UNDEAD;SHADOW;SHADOW;SHADOW;OHRSHAD2;OHRSHAD2;11;NIETHER;MALE;NEUTRAL;;;;;;;;IMMUNE2;RING95;MINHP1;WRAITH1;;;;3000;bg2;;;Shadow;false;;;;;Shadow Creature
OHRSHAD3;UNDEAD;SHADOW;SHADOW;SHADOW;OHRSHAD3;;11;NIETHER;MALE;NEUTRAL;;OHRSHAD3;;;;;;IMMUNE2;RING95;;WRAITH1;;;;3000;bg2;;;Shadow;false;;;;;Shadow Creature
OHRSHFIE;UNDEAD;SHADOW;SHADOW;SHADOW;OHRSHFIE;;5;NIETHER;MALE;ENEMY;;OHRSHAD1;;;;;;IMMUNE1;RING95;;S1-6;;;;270;bg2;;;Shadow;false;;;;;Shadow Fiend
RNGSHA02;UNDEAD;SHADOW;RANGER;SHADOW;rngsha02;rngsha02;12;NIETHER;MALE;ENEMY;shdwkill;;None;;dw2rp2ge;;;IMMUNE1;RING95;;HALB08;BOW01;;;7000;bg2;;;Shadow;false;;;;;Shadow Patrick
RNGSHA2D;UNDEAD;SHADOW;SHADOW;FIGHTER_MALE_HUMAN;rngsha2d;rngsha2d;5;NIETHER;MALE;ENEMY;D0QPSHAD;None;None;None;None;;;IMMUNE1;RING95;;HALB08;;;;1000;bg2;;;Shadow;false;;;;;Shadow Patrick
SDSHADFI;UNDEAD;SHADOW;FIGHTER;SHADOW;None;None;12;NIETHER;MALE;ENEMY;D0QPSHAD;SDSHADOW;GENSHT01;None;dw2mc2ge;;;IMMUNE1;RING95;;GHOUL1;;;;2000;bg2;;;Shadow;false;;;;;Shadow Fiend
SENDARK;UNDEAD;SHADOW;SHADOW;LICH_BLACK;sendark;none;20;NIETHER;MALE;ENEMY;sendark;gpshout;sendark;;dw2mp2ge;;;;IMMUNE2;;P3-12M4;;;;35000;bg2;;;Shadow;false;;;;;Dark Master
SEWSHA01;UNDEAD;SHADOW;FIGHTER;SHADOW;sewsha01;None;5;NIETHER;MALE;ENEMY;D0QPSHAD;SEWSHA01;None;None;dw2mc2ge;;;IMMUNE1;RING95;;GHOUL1;;;;2000;bg2;;;Shadow;false;;;;;Shadow Fiend
SEWSHA02;UNDEAD;SHADOW;FIGHTER;SHADOW;sewsha02;None;5;NIETHER;MALE;ENEMY;D0QPSHAD;;None;None;dw2mc2ge;;;IMMUNE1;RING95;;GHOUL1;;;;2000;bg2;;;Shadow;false;;;;;Shadow Fiend
SHADEL;UNDEAD;SHADOW;SHADOW;LICH_BLACK;shadel;shadel;20;NIETHER;FEMALE;ENEMY;SHOUTDLG;gpshout;Shadel;;;;;RING95;IMMUNE1;;P3-12M4;;;;25000;bg2;;;Shadow;false;;;;;Shade Lord
SHADELD;UNDEAD;SHADOW;SHADOW;LICH_BLACK;shadeld;None;20;NIETHER;FEMALE;NEUTRAL;None;;None;None;DPLAYER;;;;;;;;;;3000;bg2;;;Shadow;false;;;;;Shade Lord
SHADFI01;UNDEAD;SHADOW;FIGHTER;SHADOW;shadfi01;None;5;NIETHER;MALE;ENEMY;D0QPSHAD;None;GENSHT01;None;dw2mc2ge;;;IMMUNE1;RING95;;GHOUL1;;;;2000;bg2;;;Shadow;false;;;;;Shadow Fiend
SHADFI02;UNDEAD;SHADOW;FIGHTER;SHADOW;shadfi01;None;11;MALE;MALE;ENEMY;GENSHT01;None;None;None;shadfi02;;;IMMUNE2;RING95;;WRAITH1;;;;9000;bg1;;;Shadow;false;;;;bg1;Devil Shade
SHADFI02;UNDEAD;SHADOW;FIGHTER;SHADOW;shadfi01;None;11;NIETHER;MALE;ENEMY;GENSHT01;None;None;None;shadfi02;;;IMMUNE2;RING95;;WRAITH1;;;;9000;bg2;;;Shadow;false;;;;bg2;Devil Shade
STALKESU;MONSTER;SHADOW;SHADOW;DOOM_GUARD;None;None;8;SUMMONED;SUMMONED;ENEMY;None;None;None;None;dw1melmo;;;RING95;MAGE01;;S2-16;;;;0;bg1;true;;Shadow;false;;;;;Invisible Stalker
UHOSTILE;MONSTER;SHADOW;SHADOW;RAT;UHOSTILE;;8;NIETHER;MALE;ENEMY;;;;;;;;IMMUNE1;WALLPASS;NOCIRC;;;;;0;bg2;;;Shadow;false;;;;;
WIBHSHA1;UNDEAD;SHADOW;SHADOW;SHADOW;None;None;7;SUMMONED;SUMMONED;ENEMY;WIBHSHA1;GENSHT01;None;None;dw1melge;;;IMMUNE1;RING95;;S1-8;;;;1000;blackhearts;true;;Shadow;false;;;;;Chaos Shadow
WIBHSHA2;UNDEAD;SHADOW;SHADOW;SHADOW;None;None;6;SUMMONED;SUMMONED;ENEMY;SHDWKILL;GENSHT01;None;None;dw1melge;;;IMMUNE1;RING95;;S1-8;;;;800;blackhearts;true;;Shadow;false;;;;;Slaughter Shade
WIPINATA;MONSTER;SHADOW;SHADOW;DOOM_GUARD;WIPINATA;None;8;NIETHER;SUMMONED;NEUTRAL;None;None;None;None;dw1melmo;;;RING95;MAGE01;;S2-16;;;;3000;blackhearts;true;;Shadow;false;;;;;Wakizashi
L#CULMON;UNDEAD;GOLEM;0;SHAMBLING_MOUND;L#CULMON;;10;NIETHER;MALE;ENEMY;L#CULMON;L#CULMON;;;L#CULMON;;;;;;B1-12;;;;5000;sotsc;;;ShamblingMound;;;;;;Cult of the Dragon Monstrosity
AC#DT02S;MONSTER;BASILISK;FAIRY_SIRINE;SIRINE;AC#DT02S;;5;FEMALE;FEMALE;ENEMY;AC#DTSI2;;;NONE;dw2rc2mo;;;;;;COMPB05;SIRINE1;;;2000;TIDINGS;;;Sirine;true;;;true;;Sirine
AC#DT20S;MONSTER;114;FAIRY_SIRINE;SIRINE;AC#DT20S;AC#DT20S;11;FEMALE;FEMALE;NEUTRAL;AC#DT20S;SHOUTDLG;;NONE;dw2rc2mo;;;;;;COMPB05;SIRINE1;;;8000;TIDINGS;;;Sirine;true;;;true;;Skara
AC#DT21S;MONSTER;114;FAIRY_SIRINE;SIRINE;AC#DT21S;;5;FEMALE;FEMALE;NEUTRAL;AC#DTSI2;AC#DT20H;;NONE;dw2rc2mo;;;;;;COMPB05;SIRINE1;;;2000;TIDINGS;;;Sirine;true;;;true;;Sirine
AC#DT2BS;MONSTER;BASILISK;FAIRY_SIRINE;SIRINE;AC#DT2BS;;5;FEMALE;FEMALE;NEUTRAL;AC#DTSIR;AC#DT20H;;NONE;dw2rc2mo;;;;;;COMPB05;SIRINE1;;;2000;TIDINGS;;;Sirine;true;;;true;;Sirine
AC#DT30S;MONSTER;BASILISK;FAIRY_SIRINE;SIRINE;AC#DT30S;;5;FEMALE;FEMALE;ENEMY;AC#DT30S;;;NONE;;;;;;;COMPB05;SIRINE1;;;2000;TIDINGS;;;Sirine;true;;;;;Dark Siren
AC#WHARP;MONSTER;BASILISK;FAIRY_SIRINE;HARPY;AC#HARP1;;5;FEMALE;FEMALE;ENEMY;AC#WHARP;;;NONE;;;;;;;AC#HARPY;;;;975;GODCALL;;;Harpy;;;;;;Soul Siren
CBLNIGHT;HUMANOID;114;FAIRY_SIRINE;SIRINE;Meiala;MEIALA;11;FEMALE;FEMALE;ALLY;None;INITDLG;SIRSPELL;;dw2rc2ge;;;;;AMUL11;BOW01;SIRINE1;;;4000;ctb;;;Sirine;true;;true;true;;Lady Nightshade
CD41SHA;UNDEAD;FAIRY;FAIRY_SIRINE;SIRINE;CD41SHA;;5;FEMALE;FEMALE;ENEMY;;;;NONE;dw1range;;;;;;COMPB05;SIRINE1;;;1800;thecalling;;;Sirine;true;;;;;Fear of Stasis
NTSIRINE;MONSTER;FAIRY;FAIRY_SIRINE;SIRINE;NTSIRINE;NTSIRINE;5;FEMALE;FEMALE;NEUTRAL;SHOUT;;SIRSPELL;;dw1ranmo;;;;;;BOW05;SIRINE1;;;20;NTOTSC;;;Sirine;true;true;true;true;;Krestian's friend
LARRIA;MONSTER;FAIRY;MAGE;SIRINE;LARRIA;larria;6;FEMALE;FEMALE;NEUTRAL;INITDLG;;None;None;dw#mg86;;;;;;;;;;30;bg1;;;Sirine;true;true;true;true;;Larriaz
MEIALA;HUMANOID;FAIRY;MAGE;SIRINE;Meiala;meiala;11;FEMALE;FEMALE;ALLY;None;INITDLG;SIRSPELL;;dw1range;;;;;AMUL11;BOW01;SIRINE1;;;4000;bg1;;;Sirine;true;;true;true;;Meiala the Sirine
L#ASSIR;MONSTER;BASILISK;BARD;SIRINE;L#ASSIR;L#ASSIR;5;FEMALE;FEMALE;NEUTRAL;;SIRINE;SIRSPELL;NONE;dw2rc2mo;;;;;;COMPB05;SIRINE1;;;2000;ALABASTERSANDS;;;Sirine;true;;;true;;Copper Sirine
SIL;MONSTER;FAIRY;MAGE;SIRINE;Sil;sil;6;FEMALE;FEMALE;NEUTRAL;SIL;J#sirin0;SIRSPELL;None;dw1ranmo;;;;;;SIRINE1;COMPB05;;;2000;bg1;;;Sirine;true;true;true;true;;Sil
AC#DT01S;MONSTER;BASILISK;FAIRY_SIRINE;SIRINE;AC#DT01S;;5;FEMALE;FEMALE;ENEMY;AC#DTSIR;;;NONE;dw2rc2mo;;;;;;COMPB05;SIRINE1;;;2000;TIDINGS;;;Sirine;true;true;true;true;;Sirine
J#SIRIN1;MONSTER;114;FAIRY_SIRINE;SIRINE;J#sirin1;;5;FEMALE;FEMALE;NEUTRAL;J#sirin1;SHOUT;SIRSPELL;;dw1ranmo;;;;;;BOW05;SIRINE1;;;2001;SIRINESCALL;;;Sirine;true;true;true;true;;Sirine
